Items,melt,traction,COULEUR,I_CM,I_G,I_F,cendre,I1
PP,24.0,684.0,BK,INJ,1,RP,2.8,4.8
PP,20.14,938.0,BK,INJ,1,RP,1.8,2.0
PP,25.0,911.52,BK,INJ,1,RP,2.3,2.0
PP,25.0,1017.2,BK,INJ,1,RP,2.2,0.93
PP,29.0,747.0,BK,INJ,1,RP,1.8,2.0
PP,30.0,544.93,BK,INJ,1,RP,1.8,1.6
PP,30.0,710.56,BK,INJ,1,RP,1.7,1.5
PP,29.0,720.5,BK,INJ,1,RP,1.6,2.0
PP,27.25,847.0,BK,INJ,1,RP,4.2,2.0
PP,38.0,886.84,BK,INJ,1,RP,3.1,1.3
PP,40.38,833.0,BK,INJ,1,RP,2.5,1.0
PP,36.0,812.96,BK,INJ,1,RP,2.9,1.07
PP,45.0,749.36,BK,INJ,1,RP,2.7,1.2
PP,40.0,845.96,BK,INJ,1,RP,2.2,1.2
PP,40.0,762.72,BK,INJ,1,RP,2.3,1.3
PP,36.0,830.22,BK,INJ,1,RP,2.6,1.3
PP,45.0,943.0,BK,INJ,1,RP,2.3,1.0
PP,26.0,978.37,BK,INJ,1,RP,2.1,1.16
PP,32.0,980.0,BK,INJ,1,RP,1.5,1.0
PP,38.0,1126.0,BK,INJ,1,RP,1.1,0.5
PP,34.0,704.12,BK,INJ,1,RP,1.6,0.6
-,32.67,1052.0,BK,INJ,1,RP,1.6,1.0
PP,35.0,980.58,BK,INJ,1,RP,2.5,1.1
PP,28.0,989.0,BK,HM,1,RP,0.8,1.0
PP,35.69,998.0,BK,HM,1,RP,1.2,1.0
PP,22.0,984.0,BK,HM,1,RP,0.8,1.0
PP,32.0,985.0,BK,HM,1,RP,1.6,1.0
PP,38.0,993.28,BK,HM,1,RP,1.0,1.11
PP,36.0,990.34,BK,HM,1,RP,1.0,1.15
PP,40.0,1006.0,BK,HM,1,RP,1.3,1.2
PP,38.0,1026.8,BK,HM,1,RP,1.0,1.2
PP,43.0,981.0,BK,HM,1,RP,0.8,1.0
PP,39.0,994.0,BK,HM,1,RP,2.4,0.8
PP,21.0,780.9,BK,INJ,1,RP,1.8,1.5
PP,26.0,887.68,BK,INJ,1,RP,1.5,1.2
PP,25.3,908.0,BK,INJ,1,RP,1.8,1.0
PP,30.67,1300.0,BK,INJ,1,RP,1.0,1.0
PP,35.0,1411.8,BK,INJ,1,RP,1.0,0.6
PP,32.0,905.44,BK,INJ,1,RP,1.6,1.0
PPH,31.0,1284.2,BK,HM,1,RP,2.1,0.52
PPH,38.0,1361.0,BK,HM,1,RP,2.5,0.46
PPH,37.0,1286.6,BK,HM,1,RP,2.4,0.5
PPH,46.0,1286.6,BK,HM,1,RP,0.8,0.41
HIPS,4.0,925.38,BK,X,1,RP,5.0,1.6
HIPS,4.2,933.0,BK,X,1,RP,5.7,1.0
HIPS,4.6,917.92,BK,X,1,RP,5.1,1.5
HIPS,4.2,890.24,BK,X,1,RP,5.0,1.3
HIPS,4.3,936.14,BK,X,1,RP,5.8,1.47
HIPS,4.4,948.14,BK,X,1,RP,3.0,1.4
HIPS,3.7,979.64,BK,X,1,RP,10.0,1.2
PPH,44.0,1185.0,BK,HM,1,RP,2.9,0.41
PPH,48.0,1159.0,BK,HM,1,RP,2.6,0.51
PPH,40.0,1194.4,BK,HM,1,RP,2.6,0.6
PPH,62.0,1167.0,BK,HM,1,RP,2.4,0.8
PPH,51.0,1171.0,BK,HM,1,RP,1.6,0.47
PPH,45.0,1206.4,BK,HM,1,RP,1.6,0.49
HIPS,8.2,922.0,BK,HM,S,RP,4.6,1.6
HIPS,7.89,980.0,BK,HM,S,RP,3.2,1.0
HIPS,8.4,935.0,BK,HM,S,RP,3.1,1.68
HIPS,8.6,927.0,BK,HM,S,RP,3.3,1.6
HIPS,7.4,976.24,BK,HM,S,RP,3.2,1.5
HIPS,7.6,958.16,BK,HM,S,RP,3.7,1.6
HIPS,7.7,1042.0,BK,HM,S,RP,2.2,1.37
HIPS,7.5,1016.0,BK,HM,S,RP,2.1,1.42
HIPS,7.0,1004.14,BK,HM,S,RP,2.4,1.43
HIPS,7.2,1027.44,BK,HM,S,RP,2.2,0.9
-,8.02,936.0,BK,HM,S,RP,3.4,2.0
HIPS,4.6,936.86,BK,INJ,1,RP,4.6,1.4
HIPS,5.5,943.42,BK,X,1,RP,2.6,1.94
HIPS,5.58,978.0,BK,X,1,RP,3.1,2.0
HIPS,5.5,966.98,BK,X,1,RP,2.9,1.9
HIPS,5.5,981.0,BK,X,1,RP,4.2,1.86
HIPS,5.5,987.0,BK,X,1,RP,3.0,1.95
HIPS,5.0,960.0,BK,X,1,RP,2.4,2.01
HIPS,5.5,1015.0,BK,X,1,RP,3.0,1.71
HIPS,5.9,1032.0,BK,X,1,RP,2.4,1.63
HIPS,5.5,1008.0,BK,X,1,RP,2.9,1.7
PP,35.0,1109.2,BK,INJ,1,RP,1.9,1.0
PPH,42.0,1016.48,BK,HM,1,RP,2.4,0.48
PPH,41.25,1013.0,BK,HM,1,RP,2.4,1.0
PPH,37.0,961.08,BK,HM,1,RP,2.1,0.94
PPH,37.25,1129.0,BK,HM,1,RP,2.0,1.0
PPH,34.0,1048.28,BK,HM,1,RP,2.0,0.79
PPH,41.0,1119.0,BK,HM,1,RP,1.8,0.62
PP,31.0,972.93,BK,INJ,1,RP,2.0,1.03
PS,5.3,1237.6,MIX,X,1,RP,0.4,0.98
PS,4.47,1272.0,MIX,X,1,RP,0.8,1.0
PS,4.0,1399.4,MIX,X,1,RP,1.0,0.6
PP,35.0,1109.0,BK,INJ,1,RP,1.9,1.0
PP,24.0,872.0,BK,HM,1,RP,1.5,1.56
PP,34.0,873.0,BK,HM,1,RP,2.1,2.1
PP,46.0,879.72,BK,HM,1,RP,1.2,2.3
PP,49.0,905.0,BK,HM,1,RP,1.1,1.35
PP,39.64,908.0,BK,HM,1,RP,1.0,2.0
PP,46.0,908.0,BK,HM,1,RP,0.6,1.44
PP,40.0,891.0,BK,HM,1,RP,1.2,1.65
PP,38.0,888.56,BK,HM,1,RP,1.1,1.7
PP,36.0,901.56,BK,HM,1,RP,1.0,1.47
PP,37.0,949.2,BK,HM,1,RP,1.1,1.46
PP,45.0,965.03,BK,HM,1,RP,0.6,1.43
PP,41.0,880.8,BK,HM,1,RP,0.4,1.44
PP,40.0,934.58,BK,HM,1,RP,0.5,1.57
PP,38.0,979.44,BK,HM,1,RP,0.8,1.19
PP,34.0,984.2,BK,INJ,1,RP,1.7,1.16
HIPS,5.2,987.1,BK,X,1,RP,3.4,1.35
HIPS,5.6,1001.76,BK,X,1,RP,2.9,1.64
-,5.58,955.0,BK,X,1,RP,3.2,2.0
PPH,34.0,1200.0,BK,HM,1,RP,2.2,0.5
PPH,35.0,1240.0,BK,HM,1,RP,2.4,0.48
PPH,38.0,1180.0,BK,HM,1,RP,2.1,0.5
PPH,35.0,1203.75,BK,HM,1,RP,2.9,0.48
PPH,38.0,1193.0,BK,HM,1,RP,2.6,0.51
PPH,36.0,1170.0,BK,HM,1,RP,2.0,0.5
PPH,41.0,1147.75,BK,HM,1,RP,1.4,0.47
PP,19.13,973.0,BK,INJ,1,RP,1.6,3.0
PP,21.0,945.0,BK,INJ,1,RP,1.9,2.42
PP,24.0,959.0,BK,INJ,1,RP,1.4,1.63
HIPS,6.7,971.0,BK,INJ,1,RP,4.8,1.63
PP,35.0,806.96,BK,INJ,1,RP,1.9,1.55
PP,35.0,753.24,BK,INJ,1,RP,4.4,1.65
PP,26.55,952.0,BK,INJ,1,RP,1.7,1.0
PP,28.0,940.0,BK,INJ,1,RP,1.7,1.41
PP,20.67,935.0,BK,INJ,1,RP,9.6,4.0
PP,20.0,871.45,BK,INJ,1,RP,11.0,4.9
PP,19.0,810.34,BK,INJ,1,RP,10.4,6.26
PP,20.0,937.0,BK,INJ,1,RP,5.3,1.48
PP,28.0,961.0,BK,INJ,1,RP,5.4,2.0
PP,19.0,925.0,BK,INJ,1,RP,5.8,1.23
PP,15.0,1034.33,BK,INJ,1,RP,5.2,1.21
PP,27.0,957.05,BK,INJ,1,RP,5.2,1.77
PP,34.0,972.12,BK,INJ,1,RP,6.0,1.7
PP,35.0,937.26,BK,INJ,1,RP,5.8,1.7
-,28.0,966.0,BK,INJ,1,RP,5.4,2.0
PP,32.0,1063.0,BK,HM,1,RP,2.0,0.85
PP,43.0,1178.0,BK,HM,1,RP,1.3,0.56
PP,36.0,910.0,BK,HM,1,RP,0.6,0.86
PP,35.0,1190.2,BK,HM,1,RP,1.1,0.54
PP,37.0,1073.0,BK,HM,1,RP,1.2,0.53
PP,42.0,1188.38,BK,HM,1,RP,1.2,0.58
PP,38.0,1253.0,BK,HM,1,RP,1.9,0.56
PP,39.0,949.02,BK,INJ,1,RP,1.8,1.19
PP,35.0,1035.8,BK,INJ,1,RP,2.4,1.0
PP,24.0,1097.0,BK,HM,1,RP,4.5,0.52
PP,25.0,1268.8,BK,HM,1,RP,3.8,0.55
PP,26.0,1079.33,BK,HM,1,RP,4.0,0.5
PP,39.0,1155.2,BK,HM,1,RP,0.7,0.46
PP,35.0,1121.5,BK,HM,1,RP,1.6,0.5
PP,34.0,1016.8,BK,HM,1,RP,0.8,0.5
PP,45.0,1088.8,BK,HM,1,RP,1.6,0.5
PP,38.0,1122.8,BK,HM,1,RP,1.6,0.54
PP,38.0,998.9,BK,INJ,1,RP,1.6,1.1
PP,50.0,1208.0,BK,HM,1,RP,2.0,0.46
PP,48.0,1203.85,BK,HM,1,RP,2.7,0.45
PP,45.0,1106.8,BK,HM,1,RP,2.6,0.5
PP,35.0,1044.6,BK,INJ,1,RP,2.4,0.78
HIPS,7.0,1023.34,BK,X,S,RP,2.4,1.4
HIPS,6.65,1013.0,BK,X,S,RP,4.1,1.0
HIPS,6.6,998.9,BK,X,S,RP,4.6,1.57
HIPS,6.7,1017.64,BK,X,S,RP,4.0,1.61
HIPS,6.4,1016.88,BK,X,S,RP,5.1,1.54
HIPS,6.8,1035.4,BK,X,S,RP,4.3,1.38
HIPS,6.6,992.1,BK,X,S,RP,3.9,1.5
HIPS,6.5,1002.94,BK,X,S,RP,3.8,1.2
HIPS,6.1,1019.6,BK,X,S,RP,4.7,1.43
PP,37.0,1117.2,BK,INJ,1,RP,3.8,0.58
PP,36.0,1112.25,BK,INJ,1,RP,3.0,0.55
PP,45.0,1250.0,BK,HM,1,RP,3.2,0.5
PP,42.0,1198.0,BK,HM,1,RP,1.8,0.6
PP,33.0,1221.0,BK,HM,1,RP,6.1,0.49
PP,19.75,903.0,BK,INJ,1,RP,6.0,2.0
PP,22.0,903.0,BK,INJ,1,RP,6.0,1.8
HIPS,5.0,1060.8,BK,X,1,RP,9.0,1.5
HIPS,4.67,1070.0,BK,X,1,RP,9.4,2.0
HIPS,4.0,1088.2,BK,X,1,RP,9.8,1.48
HIPS,4.2,1062.2,BK,X,1,RP,9.5,1.69
HIPS,5.59,1005.0,BK,X,1,RP,4.4,2.0
HIPS,5.6,1002.78,BK,X,1,RP,4.8,1.7
HIPS,5.0,1026.94,BK,X,1,RP,4.2,1.7
PPH,37.0,1330.0,BK,HM,1,RP,0.3,0.43
PPH,40.0,1314.17,BK,HM,1,RP,1.7,0.6
PPH,40.0,1061.0,BK,HM,1,RP,2.7,0.54
PPH,39.4,1094.0,BK,HM,1,RP,2.1,1.0
PPH,35.0,1031.0,BK,HM,1,RP,1.7,0.67
PPH,41.0,1189.5,BK,HM,1,RP,2.4,0.6
HIPS,10.4,901.0,BK,X,1,RP,3.6,1.49
HIPS,9.88,894.0,BK,X,1,RP,4.3,2.0
HIPS,9.5,887.0,BK,X,1,RP,6.3,1.51
HIPS,8.0,892.96,BK,X,1,RP,3.0,1.57
PP,20.0,1092.4,MIX,INJ,E,RG,1.3,0.76
PP,29.33,1074.0,MIX,INJ,E,RG,1.4,1.0
PP,33.0,1060.08,MIX,INJ,E,RG,1.5,0.8
PP,35.0,1070.2,MIX,INJ,E,RG,1.5,0.83
PPH,30.0,1038.8,BK,HM,1,RP,5.0,0.6
PPH,35.0,1090.4,BK,HM,1,RP,5.0,0.54
PPH,32.75,1065.0,BK,HM,1,RP,5.0,1.0
PPH,33.0,1198.25,BK,HM,1,RP,2.5,0.43
PPH,38.0,1089.6,BK,HM,1,RP,2.6,0.42
PPH,40.0,1240.6,BK,HM,1,RP,2.8,0.47
PPH,38.0,1281.75,BK,HM,1,RP,2.6,0.49
PPH,29.0,1172.75,BK,HM,1,RP,2.4,0.51
PPH,38.0,1185.8,BK,HM,1,RP,0.9,0.52
PPH,41.0,1173.0,BK,HM,1,RP,2.2,0.52
PPH,41.0,1218.25,BK,HM,1,RP,2.2,0.54
PPH,46.0,1218.0,BK,HM,1,RP,2.1,0.47
PPH,40.0,1210.6,BK,HM,1,RP,2.1,0.6
PPH,40.0,1195.0,BK,HM,1,RP,2.2,0.55
PPH,40.0,1115.8,BK,HM,1,RP,2.0,0.6
PPH,38.0,1122.2,MIX,HM,1,RG,0.54,0.54
PPH,16.0,975.88,MIX,HM,1,RG,0.83,0.83
HIPS,5.0,1027.6,BK,INJ,1,RP,6.0,1.58
PP,35.0,1193.25,BK,INJ,1,RP,4.0,0.57
PPH,32.0,1095.8,BK,HM,1,RP,3.2,0.85
PPH,35.83,1112.0,BK,HM,1,RP,3.2,1.0
-,15.0,1213.2,MIX,X,1,RP,3.1,0.71
PPH,40.0,1162.94,BK,HM,1,RP,2.1,0.52
PPH,50.0,1203.8,BK,HM,1,RP,3.2,0.5
PP,24.0,1049.4,BK,HM,1,RP,2.1,1.13
PP,41.74,1005.0,BK,HM,1,RP,2.1,1.0
PP,24.0,1062.8,BK,HM,1,RP,1.6,1.18
PP,40.0,957.3,BK,HM,1,RP,2.1,1.21
PP,42.0,956.08,BK,HM,1,RP,2.3,1.24
PP,59.0,982.02,BK,HM,1,RP,1.5,1.14
PP,45.0,935.98,BK,HM,1,RP,1.8,1.22
PP,36.0,970.55,BK,INJ,1,RP,1.7,1.06
PP,32.0,676.0,BK,INJ,1,RP,5.8,4.36
PPH,40.0,1208.75,BK,HM,1,RP,2.2,0.45
PPH,38.4,1148.0,BK,HM,1,RP,2.2,1.0
PPH,41.0,1145.4,BK,HM,1,RP,2.4,0.79
PPH,40.0,1127.2,BK,HM,1,RP,2.3,0.82
PPH,40.0,1111.8,BK,HM,1,RP,2.3,0.7
PP/PE,13.0,962.86,BK,INJ,2,RP,2.7,0.94
PP,26.5,982.0,BK,INJ,1,RP,2.0,1.0
PP,24.0,1006.08,BK,INJ,1,RP,2.6,1.11
PP,27.0,942.43,BK,INJ,1,RP,1.8,1.4
PP,26.0,960.52,BK,INJ,1,RP,1.9,1.4
PP,26.0,1017.33,BK,INJ,1,RP,2.0,1.26
-,26.6,1006.0,BK,INJ,1,RP,2.0,1.0
PP,19.0,778.54,BK,INJ,S,RP,2.5,12.52
PP,20.0,778.0,BK,INJ,S,RP,1.8,12.0
PP,21.0,786.92,BK,INJ,S,RP,1.5,12.53
PP,20.0,769.44,BK,INJ,S,RP,1.5,12.44
PPH,38.0,1290.4,BK,HM,1,RP,3.0,0.5
PP,40.0,1056.8,BK,INJ,1,RP,2.7,1.1
HIPS,3.7,1011.2,BK,X,1,RP,3.2,1.6
HIPS,7.56,938.0,BK,X,1,RP,6.3,2.0
HIPS,4.3,897.22,BK,X,1,RP,6.0,1.3
HIPS,8.0,924.24,BK,X,1,RP,7.1,1.6
HIPS,7.8,922.36,BK,X,1,RP,7.0,1.5
HIPS,8.6,1139.8,BK,X,1,RP,4.8,1.2
HIPS,8.13,1106.0,BK,X,1,RP,4.3,1.0
HIPS,8.0,1084.0,BK,X,1,RP,4.9,1.4
PP,30.0,814.36,BK,INJ,1,RP,2.8,1.45
PPH,44.0,1089.8,BK,HM,1,RP,2.5,0.5
PPH,48.0,1182.4,BK,HM,1,RP,2.7,0.5
PPH,40.0,1211.4,BK,HM,1,RP,2.4,0.6
PPH,38.0,1267.67,BK,HM,1,RP,2.1,0.4
HIPS,5.9,914.38,BK,INJ,1,RP,7.4,1.4
PP,34.43,894.0,BK,HM,1,RP,1.9,2.0
PP,36.0,884.58,BK,HM,1,RP,1.9,1.6
PP,37.0,877.92,BK,HM,1,RP,1.8,1.7
PP,36.0,906.9,BK,HM,1,RP,1.9,1.84
PP,35.0,884.37,BK,HM,1,RP,1.2,2.12
-,34.43,899.0,BK,HM,1,RP,1.9,2.0
PP,0.6,1019.6,BK,EXT,1,RP,1.3,16.85
PP,0.8,993.8,BK,EXT,1,RP,1.3,15.0
PP,0.67,1007.0,MIX,EXT,1,RP,1.3,16.0
PPH,4.0,1293.33,MIX,EXT,1,RP,0.5,0.6
PPH,3.8,1251.75,MIX,EXT,1,RP,0.4,0.5
PP,37.0,1005.5,BK,INJ,1,RP,4.6,1.13
PP,39.0,1110.0,BK,INJ,1,RP,2.5,0.87
PP,34.0,1003.62,BK,INJ,1,RP,1.4,1.03
PP,44.0,955.32,BK,HM,1,RP,1.0,1.0
PP,36.33,945.0,BK,HM,1,RP,0.7,1.0
PP,43.0,963.82,BK,HM,1,RP,0.7,1.02
PP,35.0,941.82,BK,HM,1,RP,0.4,1.1
PP,35.0,960.82,BK,HM,1,RP,0.5,1.1
PP,30.0,916.5,BK,INJ,1,RP,2.2,1.74
PPH,21.0,1021.6,BK,HM,1,RP,3.9,1.1
PPH,26.68,1013.0,BK,HM,1,RP,3.9,1.0
PPH,25.0,1067.58,BK,HM,1,RP,3.4,0.9
PPH,35.0,1217.2,BK,HM,1,RP,2.6,0.6
PPH,37.0,1230.0,BK,HM,1,RP,2.7,0.6
PPH,38.0,1168.6,BK,HM,1,RP,2.5,0.51
PP,37.95,920.0,BK,HM,1,RP,1.9,2.0
PP,37.0,912.82,BK,HM,1,RP,1.2,1.7
PP,38.0,914.96,BK,HM,1,RP,1.3,1.7
PP,38.0,913.4,BK,HM,1,RP,1.4,1.6
PP,39.0,914.4,BK,HM,1,RP,2.7,1.56
PP,39.0,908.26,BK,HM,1,RP,2.7,1.5
PP,39.0,905.32,BK,HM,1,RP,2.6,1.5
PP,40.0,919.42,BK,HM,1,RP,2.0,1.42
-,37.95,947.0,BK,HM,1,RP,1.9,2.0
PP,34.0,978.86,BK,INJ,1,RP,1.1,1.09
PP,37.0,916.22,BK,INJ,1,RP,1.6,1.07
PPH,45.0,1151.4,BK,HM,1,RP,2.2,0.6
PPH,37.2,1122.0,BK,HM,1,RP,2.2,1.0
PPH,39.0,1174.2,BK,HM,1,RP,2.2,0.6
PPH,40.0,1121.8,BK,HM,1,RP,2.3,0.6
PPH,26.0,1042.2,BK,HM,1,RP,2.2,0.8
HIPS,6.26,1082.0,BK,X,1,RP,3.3,1.0
HIPS,6.0,1031.88,BK,X,1,RP,3.3,1.5
HIPS,6.0,1112.2,BK,X,1,RP,3.3,1.6
PP,35.0,1041.0,BK,INJ,1,RP,2.1,1.1
PP,35.0,1041.0,BK,INJ,1,RP,2.1,1.0
HIPS,6.0,1152.8,BK,X,1,RP,3.8,1.3
HIPS,7.0,1145.0,BK,X,1,RP,3.5,1.0
HIPS,6.2,1171.0,BK,X,1,RP,3.7,1.4
HIPS,6.0,1110.0,BK,X,1,RP,3.7,1.29
HIPS,9.0,1147.4,BK,X,1,RP,3.1,1.07
PP,34.0,740.6,BK,INJ,1,RP,3.0,9.23
PP,37.0,917.64,BK,INJ,1,RP,1.5,1.13
PP,35.0,1020.0,BK,INJ,1,RP,2.1,1.0
PP,35.0,1020.4,BK,INJ,1,RP,2.1,1.03
HIPS,5.8,923.9,BK,X,1,RP,5.1,1.6
HIPS,5.33,931.0,BK,X,1,RP,4.4,2.0
HIPS,5.0,910.5,BK,X,1,RP,4.1,1.7
HIPS,5.8,923.42,BK,X,1,RP,4.1,1.94
HIPS,6.5,955.48,BK,X,S,RP,3.2,1.82
HIPS,6.95,948.0,BK,X,S,RP,3.0,2.0
HIPS,7.4,939.98,BK,X,S,RP,3.0,1.73
PP,39.0,941.2,BK,INJ,1,RP,2.4,1.12
PPH,25.0,1204.0,BK,HM,1,RP,3.3,0.6
PPH,30.0,1236.75,BK,HM,1,RP,3.8,0.6
PPH,27.0,1219.2,BK,HM,1,RP,2.9,0.43
HIPS,3.4,1002.48,BK,X,S,RP,2.0,1.54
HIPS,3.76,991.0,BK,X,S,RP,2.3,2.0
HIPS,3.8,980.22,BK,X,S,RP,2.6,1.51
PP,28.0,831.68,BK,INJ,1,RP,2.6,4.84
PP,29.67,854.0,BK,INJ,1,RP,2.4,3.0
PP,31.0,876.6,BK,INJ,1,RP,2.3,2.64
-,29.67,854.0,BK,INJ,1,RP,2.4,3.0
HIPS,4.2,917.96,BK,X,1,RP,5.1,1.62
HIPS,4.73,920.0,BK,X,1,RP,6.0,1.0
HIPS,5.0,922.46,BK,X,1,RP,6.5,1.27
PP,17.0,770.34,BK,INJ,1,RP,2.0,9.27
PP,19.0,728.0,BK,INJ,1,RP,2.1,7.89
PP,22.0,727.66,BK,INJ,1,RP,3.0,7.8
PP,25.0,710.38,BK,INJ,1,RP,3.1,7.7
PP,22.07,733.0,BK,INJ,1,RP,2.6,8.0
PP,25.0,729.84,BK,INJ,1,RP,3.0,7.6
PP,28.0,940.38,BK,INJ,1,RP,4.0,0.87
HIPS,8.0,900.03,BK,X,1,RP,5.8,1.7
HIPS,5.79,894.0,BK,X,1,RP,7.4,2.0
HIPS,8.0,881.24,BK,X,1,RP,5.6,1.6
HIPS,4.4,938.6,BK,X,1,RP,8.1,1.58
HIPS,3.8,991.22,BK,X,S,RP,2.7,1.5
HIPS,3.87,989.0,BK,X,S,RP,2.4,1.0
HIPS,3.4,987.44,BK,X,S,RP,2.0,1.4
PPH,34.0,1058.2,BK,HM,1,RP,0.9,0.92
PPH,35.0,1041.8,BK,HM,1,RP,1.0,0.89
PPH,36.86,1044.0,BK,HM,1,RP,1.2,1.0
PPH,37.0,1067.0,BK,HM,1,RP,0.9,0.89
PPH,38.0,1054.6,BK,HM,1,RP,1.0,0.7
PPH,38.0,1051.6,BK,HM,1,RP,1.0,0.7
PPH,40.0,1057.6,BK,HM,1,RP,1.1,0.7
-,36.62,1055.0,BK,HM,1,RP,1.2,1.0
HIPS,5.4,980.22,BK,INJ,1,RP,4.1,1.69
PPH,36.0,1213.75,BK,HM,1,RP,2.8,0.46
PPH,38.83,1155.0,BK,HM,1,RP,2.0,1.0
PPH,39.0,1019.25,BK,HM,1,RP,1.6,0.81
PPH,40.0,1220.0,BK,HM,1,RP,2.0,0.6
