Items,melt,flex,COULEUR,I_CM,I_G,I_F,cendre,I1
HIPS,5.0,279654.0,BK,INJ,1,RP,5.0,1.6
HIPS,4.6,296303.0,BK,EXT,1,RP,0.38,1.56
HIPS,4.53,296453.0,BK,EXT,1,RP,2.5,2.0
HIPS,5.0,296603.0,BK,EXT,1,RP,4.6,1.5
HIPS,5.6,288474.0,BK,INJ,1,RP,8.0,0.9
HIPS,5.0,302650.0,BK,INJ,1,RP,5.0,1.2
HIPS,5.13,295562.0,BK,INJ,1,RP,6.5,1.0
HIPS,5.75,304396.0,BK,INJ,1,RP,1.8,1.0
HIPS,5.7,296443.0,BK,INJ,1,RP,1.8,1.2
HIPS,5.75,296308.0,BK,INJ,1,RP,3.1,1.0
HIPS,5.0,296173.0,BK,INJ,1,RP,4.5,1.1
HIPS,4.8,284618.0,BK,OFF,1,RP,4.0,1.6
HIPS,6.85,284618.0,BK,OFF,1,RP,3.2,2.0
HIPS,6.0,273080.0,BK,INJ,1,RP,4.8,1.6
HIPS,7.0,270169.0,BK,X,1,RP,3.3,1.7
HIPS,6.75,262866.0,BK,X,1,RP,3.1,1.0
PP,20.83,137263.0,BK,INJ,1,RP,4.1,1.0
PPH,35.0,136263.0,BK,HM,1,RP,3.0,0.5
PPH,38.0,138262.0,BK,HM,1,RP,3.0,0.5
PP,30.0,133993.0,BK,INJ,1,RP,1.5,3.0
PP,13.0,144341.0,BK,INJ,1,RP,2.0,4.0
PP,17.86,139080.0,BK,INJ,1,RP,2.3,3.0
PP,13.0,133818.0,BK,INJ,1,RP,1.9,1.9
PP,30.0,102899.0,BK,INJ,1,RP,6.0,3.0
PP,27.5,137820.0,BK,INJ,1,RP,5.6,1.0
PP,28.0,137820.0,BK,INJ,1,RP,8.0,1.3
-,35.0,164600.0,BK,INJ,1,RP,3.2,0.6
PP,36.0,178832.0,BK,INJ,1,RP,3.0,0.8
PP,29.33,179144.0,BK,INJ,1,RP,3.3,1.0
PP,28.0,179456.0,BK,INJ,1,RP,3.5,0.8
PP,22.0,151640.0,BK,INJ,1,RP,2.9,1.2
PP,25.58,165111.0,BK,INJ,1,RP,5.8,1.0
PP,23.0,168705.0,BK,INJ,1,RP,3.3,1.3
PP,27.0,151000.0,BK,INJ,1,RP,2.3,1.0
PP,37.0,142790.0,BK,INJ,1,RP,1.0,0.63
PP,34.0,110877.0,BK,INJ,1,RP,0.6,1.1
PP,32.77,126428.0,BK,INJ,1,RP,0.6,1.0
PP,37.0,108471.0,BK,INJ,1,RP,0.5,1.2
PP,32.0,126083.0,BK,INJ,1,RP,0.6,1.1
PP,30.0,131859.0,BK,INJ,1,RP,0.5,1.2
PP,40.0,132918.0,BK,INJ,1,RP,0.7,1.2
PP,30.0,137743.0,BK,INJ,1,RP,0.5,1.3
HIPS,5.0,296951.0,BK,X,1,RP,3.4,1.0
HIPS,5.4,293880.0,BK,X,1,RP,2.1,0.76
HIPS,5.38,283013.0,BK,X,1,RP,2.4,1.0
HIPS,6.8,276448.0,BK,X,1,RP,2.5,1.1
HIPS,5.0,274521.0,BK,X,1,RP,2.0,0.9
HIPS,8.0,273841.0,BK,X,1,RP,2.1,1.1
-,5.38,287859.0,BK,X,1,RP,2.4,1.0
PP,24.38,149635.0,BK,INJ,1,RP,3.7,1.0
PP,23.0,156664.0,BK,INJ,1,RP,3.5,1.4
PP,30.0,145800.0,BK,INJ,1,RP,3.4,1.3
PP,28.0,119000.0,BK,INJ,1,RP,1.4,1.3
PP,27.11,128694.0,BK,INJ,1,RP,2.6,1.0
PP,23.0,121000.0,BK,INJ,1,RP,1.3,1.4
PP,26.0,133349.0,BK,INJ,1,RP,5.3,1.1
PP,22.0,141425.0,BK,INJ,1,RP,8.0,1.1
PP,36.0,153109.0,BK,INJ,1,RP,1.6,1.0
PPH,29.0,173000.0,BK,INJ,1,RP,0.8,0.5
PPH,31.57,171000.0,BK,INJ,1,RP,0.7,1.0
PPH,32.0,169000.0,BK,INJ,1,RP,0.6,0.5
PPH,40.0,134069.0,BK,HM,1,RP,2.2,0.7
PPH,42.17,145976.0,BK,HM,1,RP,2.1,1.0
PPH,39.0,157883.0,BK,HM,1,RP,2.0,1.3
PP,25.0,118077.0,BK,INJ,1,RP,1.1,1.4
PP,27.4,115939.0,BK,INJ,1,RP,1.2,1.0
PP,25.0,113800.0,BK,INJ,1,RP,1.0,1.2
PP,25.0,133156.0,BK,INJ,1,RP,2.6,1.0
PP,25.0,133156.0,BK,INJ,1,RP,2.6,1.4
PP,30.0,119483.0,BK,INJ,1,RP,1.8,1.3
PP,28.86,118168.0,BK,INJ,1,RP,1.6,1.0
PP,28.0,116853.0,BK,INJ,1,RP,1.6,1.4
PPH,33.0,129000.0,BK,INJ,1,RP,3.8,1.0
PPH,30.0,178280.0,BK,HM,1,RP,1.1,0.7
PPH,25.0,143631.0,BK,HM,1,RP,1.3,0.6
PS,5.08,325383.0,MIX,X,1,RP,0.2,1.0
PS,6.7,354000.0,MIX,X,1,RP,0.1,0.6
PPH,45.0,163000.0,BK,HM,1,RP,2.0,0.6
PPH,45.0,162666.0,BK,HM,1,RP,1.8,1.0
PPH,40.0,162332.0,BK,HM,1,RP,1.7,0.7
PPH,35.0,166479.0,BK,HM,1,RP,2.8,0.5
PPH,38.0,162992.0,BK,HM,1,RP,2.4,0.6
HIPS,6.17,307000.0,BK,X,1,RP,4.2,1.0
-,6.15,307000.0,BK,X,1,RP,4.1,1.0
PP,26.0,135453.0,BK,INJ,1,RP,3.1,1.1
PP,28.0,146000.0,BK,INJ,1,RP,1.9,1.0
PPH,30.0,162977.0,BK,HM,1,RP,3.1,0.6
-,27.0,135453.0,BK,INJ,1,RP,2.5,1.0
PPH,44.0,178000.0,BK,HM,1,RP,2.6,0.5
PPH,45.0,166073.0,BK,HM,1,RP,3.0,1.0
PPH,53.0,153000.0,BK,HM,1,RP,3.2,0.5
PPH,40.0,167218.0,BK,HM,1,RP,3.1,0.6
HIPS,7.1,258997.0,BK,EXT,1,RG,4.0,1.9
HIPS,8.3,258997.0,BK,EXT,1,RG,3.9,2.0
HIPS,7.0,281994.0,BK,X,1,RP,3.1,1.2
HIPS,6.2,276960.0,BK,X,1,RP,3.2,1.0
HIPS,6.5,271926.0,BK,X,1,RP,3.0,1.5
-,6.2,276960.0,BK,X,1,RP,3.2,1.0
PP,38.0,160178.0,BK,INJ,1,RP,2.6,1.0
HIPS,6.6,304011.0,BK,INJ,1,RP,3.6,1.3
PP,27.0,152763.0,BK,INJ,1,RP,2.1,1.0
PP,27.0,152763.0,BK,INJ,1,RP,2.1,1.2
PPH,36.0,163964.0,BK,HM,1,RP,1.6,0.8
PPH,38.0,151377.0,BK,HM,1,RP,1.8,0.8
PPH,38.0,156936.0,BK,HM,1,RP,1.7,1.0
PPH,38.0,155467.0,BK,HM,1,RP,1.8,0.8
PP,23.0,136901.0,BK,INJ,1,RP,1.4,1.2
PP,24.62,137309.0,BK,INJ,1,RP,2.4,1.0
PP,26.0,133698.0,BK,INJ,1,RP,3.0,1.6
PP,23.0,141748.0,BK,INJ,1,RP,2.0,1.28
PP,26.0,137792.0,BK,INJ,1,RP,3.0,1.3
PP,27.0,114478.0,BK,INJ,1,RP,2.8,1.16
PPH,42.0,154285.0,BK,INJ,1,RP,0.43,0.45
PP,27.0,127701.0,BK,INJ,1,RP,1.8,1.3
PP,28.44,130063.0,BK,INJ,1,RP,1.8,1.0
PP,26.0,128281.0,BK,INJ,1,RP,1.6,1.3
PP,29.0,130300.0,BK,INJ,1,RP,1.7,1.42
PP,30.0,133969.0,BK,INJ,1,RP,2.0,1.3
PP,27.0,154223.0,BK,INJ,1,RP,3.2,1.0
PP,5.4,183138.0,MIX,INJ,E,RG,3.0,1.92
PPH,38.0,186869.0,BK,INJ,1,RP,2.0,1.2
PPH,40.0,177507.0,BK,HM,1,RP,3.1,0.6
PPH,43.0,164094.0,BK,HM,1,RP,2.8,0.49
PPH,44.0,177593.0,BK,HM,1,RP,2.9,0.5
PP,19.0,218268.0,BK,INJ,1,RP,13.0,1.0
PP,20.5,215613.0,BK,INJ,1,RP,11.1,1.0
PP,23.0,213409.0,BK,INJ,1,RP,12.0,1.0
PP,20.0,211455.0,BK,INJ,1,RP,11.0,1.0
PP,22.0,212381.0,BK,INJ,1,RP,12.0,0.76
PP,20.0,222551.0,BK,INJ,1,RP,10.0,0.8
PP,26.0,145047.0,BK,INJ,1,RP,3.2,1.1
PP,25.5,147497.0,BK,INJ,1,RP,2.4,1.0
PP,28.0,153027.0,BK,INJ,1,RP,3.3,1.0
PP,24.3,169262.0,BK,INJ,1,RP,2.4,1.0
PP,27.0,194632.9,BK,INJ,1,RP,2.8,1.5
PP,20.0,192186.6,BK,INJ,1,RP,3.0,1.0
PP,8.0,188602.0,BK,OFF,1,RP,2.3,1.91
PP,8.49,181370.0,BK,OFF,1,RP,2.3,2.0
PPH,36.0,188741.7,BK,HM,1,RP,3.5,0.45
PP,25.0,141245.0,BK,INJ,1,RP,1.6,1.0
-,25.0,144393.0,BK,INJ,1,RP,1.6,1.0
PP,25.0,149686.0,BK,INJ,1,RP,1.4,1.2
PP,26.46,115370.0,BK,INJ,1,RP,1.7,8.0
PP,27.0,124202.0,BK,INJ,1,RP,1.1,7.91
PP,22.0,111832.5,BK,INJ,1,RP,1.4,10.76
PP,25.0,120514.0,BK,INJ,1,RP,2.2,10.49
PP,29.0,112932.0,BK,INJ,1,RP,1.8,8.3
PP,27.0,97751.2,BK,INJ,1,RP,1.6,8.0
-,27.0,120384.0,BK,INJ,1,RP,1.8,9.0
HIPS,5.9,283356.0,BK,X,S,RP,5.8,1.0
PP,26.0,160084.0,MIX,INJ,E,RG,1.3,1.0
PP,24.0,164789.0,BK,INJ,1,RP,1.4,1.15
HIPS,8.0,296102.0,BK,X,S,RP,3.5,1.58
HIPS,5.29,296538.0,BK,X,S,RP,3.3,2.0
HIPS,4.0,296974.0,BK,X,S,RP,3.0,1.46
PP,25.0,113928.0,BK,INJ,1,RP,1.2,11.41
PP,15.0,132327.0,BK,INJ,1,RP,1.2,9.3
PP,17.0,131853.0,BK,INJ,1,RP,1.5,7.3
HIPS,9.9,309276.0,BK,X,1,RP,3.3,1.83
HIPS,8.81,309501.0,BK,X,1,RP,3.2,2.0
-,28.0,150288.0,BK,INJ,1,RP,1.2,1.2
PPH,25.0,187937.0,BK,HM,1,RP,2.3,0.73
PPH,29.09,191623.0,BK,HM,1,RP,1.9,1.0
PPH,27.0,183582.0,BK,HM,1,RP,2.4,0.75
PPH,35.0,203351.0,BK,HM,1,RP,1.7,0.46
PP,30.0,126713.0,BK,INJ,1,RP,2.8,1.49
PP,30.0,129833.8,BK,INJ,1,RP,2.6,1.2
PP,27.86,138425.0,BK,INJ,1,RP,2.0,1.0
PP,28.0,130579.1,BK,INJ,1,RP,2.5,1.2
PP,30.0,143729.1,BK,INJ,1,RP,1.5,1.07
PP,26.0,149559.0,BK,INJ,1,RP,1.9,1.2
PP,42.0,141262.4,BK,HM,1,RP,1.8,0.95
PP,37.0,151800.0,BK,HM,1,RP,1.6,1.0
PP,38.0,149500.0,BK,HM,1,RP,1.3,1.05
PP,37.59,147584.0,BK,HM,1,RP,1.4,1.0
PP,38.0,146293.0,BK,HM,1,RP,1.3,1.1
PP,41.0,149063.0,BK,HM,1,RP,1.1,1.0
-,37.59,141262.0,BK,HM,1,RP,1.4,1.0
PP,42.0,147801.0,BK,HM,1,RP,2.2,0.8
PP,40.5,154274.0,BK,HM,1,RP,1.8,1.0
PP,40.0,147983.0,BK,HM,1,RP,2.0,1.1
PP,40.0,167037.9,BK,HM,1,RP,1.5,1.18
PP,40.0,151480.7,BK,HM,1,RP,0.8,1.4
PP,42.6,149060.0,BK,HM,1,RP,0.9,1.0
PP,47.0,145364.0,BK,HM,1,RP,1.0,1.22
PP,38.0,151500.0,BK,HM,1,RP,1.0,1.3
PP,32.0,150081.4,BK,HM,1,RP,1.1,1.4
PP,36.0,127915.0,BK,INJ,1,RP,3.8,1.0
PPH,42.0,218233.7,BK,HM,1,RP,1.8,0.4
PPH,40.0,211723.6,BK,HM,1,RP,1.4,0.5
PPH,60.0,228613.6,BK,HM,1,RP,1.1,0.5
PP,40.0,144399.0,BK,INJ,1,RP,0.8,1.1
PP,38.0,129964.0,BK,INJ,1,RP,1.4,1.15
PP,20.0,147300.5,MIX,INJ,E,RG,0.8,0.82
PP,34.0,132945.0,BK,INJ,1,RP,2.8,1.03
HIPS,4.3,306936.1,BK,X,1,RP,5.0,1.6
HIPS,4.49,300321.0,BK,X,1,RP,3.7,2.0
HIPS,4.3,310734.0,BK,X,1,RP,5.2,1.6
HIPS,5.0,297997.9,BK,X,1,RP,3.8,1.48
HIPS,4.4,281275.0,BK,X,1,RP,4.0,1.6
HIPS,4.4,316697.0,BK,X,1,RP,3.0,1.5
HIPS,4.4,286244.0,BK,X,1,RP,4.0,1.54
HIPS,4.4,306936.1,BK,X,1,RP,3.6,1.3
HIPS,4.6,310124.5,BK,X,1,RP,3.9,1.54
HIPS,4.49,292798.0,MIX,-,1,RG,3.7,2.0
HIPS,4.49,298789.0,BK,-,1,RP,3.7,2.0
-,4.49,298789.0,BK,X,1,RP,3.7,2.0
PP,34.0,184697.0,BK,HM,1,RP,2.2,1.1
PP,36.17,179595.0,BK,HM,1,RP,1.9,1.0
PP,35.0,174982.4,BK,HM,1,RP,1.9,1.14
PP,38.0,179637.0,BK,HM,1,RP,2.0,1.15
PP,37.0,179062.2,BK,HM,1,RP,1.6,1.02
PP,45.0,142329.0,BK,HM,1,RP,1.7,1.2
PP,46.78,136380.0,BK,HM,1,RP,1.7,1.0
PP,51.0,140507.0,BK,HM,1,RP,2.0,1.3
PP,40.0,135286.9,BK,HM,1,RP,1.8,1.4
PP,48.0,128437.0,BK,HM,1,RP,1.7,1.3
-,46.78,139393.0,BK,HM,1,RP,1.7,1.0
HIPS,4.6,304394.5,BK,INJ,1,RP,3.0,1.6
HIPS,3.3,323026.0,BK,X,1,RP,9.6,1.29
HIPS,4.1,324087.0,BK,X,1,RP,8.9,1.0
HIPS,4.4,325147.0,BK,X,1,RP,8.2,1.2
HIPS,6.8,278800.0,BK,X,S,RP,3.8,1.5
HIPS,6.91,268566.0,BK,X,S,RP,3.4,2.0
HIPS,7.0,258331.0,BK,X,S,RP,3.1,1.7
PP,44.0,112737.0,BK,INJ,1,RP,3.2,1.51
PP,40.0,156338.6,BK,INJ,1,RP,2.4,1.0
PP,18.0,132115.0,BK,INJ,1,RP,1.5,1.0
PP,22.25,123118.0,BK,INJ,1,RP,1.6,7.0
PP,22.0,124036.0,BK,INJ,1,RP,2.3,8.54
PP,25.0,123635.0,BK,INJ,1,RP,1.8,8.15
PP,24.0,132340.5,BK,INJ,1,RP,2.8,7.5
PP,25.0,108710.6,BK,INJ,1,RP,1.7,8.43
PP,25.0,121842.0,BK,INJ,1,RP,1.4,7.51
PP,30.0,147834.2,BK,INJ,1,RP,2.9,1.49
PP,30.0,147834.0,BK,INJ,1,RP,2.9,1.0
PP,24.33,148212.0,BK,INJ,1,RP,1.4,1.0
PP,25.0,140131.2,BK,INJ,1,RP,1.5,1.38
PP,25.0,142577.5,BK,INJ,1,RP,1.4,1.3
HIPS,5.0,313358.8,BK,INJ,1,RP,3.9,1.45
PP,25.0,145806.0,BK,INJ,1,RP,1.2,1.57
PP,24.14,150048.0,BK,INJ,1,RP,1.3,1.0
PP,23.0,162819.0,BK,INJ,1,RP,1.2,1.14
PP,25.0,142815.6,BK,INJ,1,RP,1.3,1.29
PP,25.0,148749.5,BK,INJ,1,RP,1.3,1.4
PP,25.0,145935.3,MIX,INJ,E,RG,2.0,1.2
PP,34.0,134242.6,BK,INJ,1,RP,4.7,1.69
PP,34.0,136648.1,BK,INJ,1,RP,5.2,1.75
PP,45.0,160077.0,BK,HM,1,RP,1.8,1.0
PP,41.23,157374.0,BK,HM,1,RP,1.8,1.0
PP,48.0,158168.0,BK,HM,1,RP,1.7,1.0
PP,41.0,164808.3,BK,HM,1,RP,1.7,1.1
PP,36.0,129096.0,BK,INJ,1,RP,3.3,1.69
PP,23.0,114752.7,BK,INJ,1,RP,1.5,7.5
-,22.25,125154.0,BK,INJ,1,RP,1.6,7.0
PP,48.0,197448.3,BK,HM,1,RP,1.2,0.6
PP,45.5,199877.0,BK,HM,1,RP,1.5,1.0
PP,53.0,194497.8,BK,HM,1,RP,0.82,0.6
PP,43.0,203780.0,BK,HM,1,RP,1.8,0.6
PPH,41.0,165518.4,BK,HM,1,RP,2.3,0.6
PPH,45.3,160636.0,BK,HM,1,RP,2.6,1.0
PPH,58.0,165281.6,BK,HM,1,RP,2.0,0.6
PP,32.0,158604.8,BK,INJ,1,RP,1.2,1.4
HIPS,8.5,306365.0,BK,X,1,RP,3.5,2.0
HIPS,7.0,309373.2,BK,X,1,RP,3.6,1.98
HIPS,7.0,304719.7,BK,X,1,RP,3.4,1.6
PPH,25.0,242354.1,BK,INJ,1,RP,0.7,0.6
PPH,30.0,237361.0,BK,INJ,1,RP,1.5,1.0
PPH,27.0,237892.0,BK,INJ,1,RP,1.4,0.6
PPH,28.0,235033.9,BK,INJ,1,RP,1.3,0.6
PP,48.0,181073.2,BK,INJ,1,RP,3.1,0.54
PP,48.0,181073.0,BK,INJ,1,RP,3.1,1.0
PP,35.0,184870.2,BK,INJ,1,RP,2.3,1.0
PP,35.0,144381.5,BK,INJ,1,RP,3.1,1.1
PP,35.0,144382.0,BK,INJ,1,RP,3.1,1.0
HIPS,7.8,301238.0,BK,X,S,RP,2.9,1.6
HIPS,6.9,300570.0,BK,X,S,RP,2.3,2.0
HIPS,7.4,299901.0,BK,X,S,RP,2.1,1.7
HIPS,8.4,267689.3,BK,X,S,RP,6.1,2.15
HIPS,7.88,265735.0,BK,X,S,RP,5.0,2.0
HIPS,8.3,276093.7,BK,X,S,RP,5.9,1.84
HIPS,7.8,239615.6,BK,X,S,RP,6.0,1.9
HIPS,7.6,279539.5,BK,X,S,RP,5.6,2.04
-,7.88,271892.0,BK,X,S,RP,5.0,2.0
PS,5.2,372873.0,MIX,X,V,RP,0.1,1.0
PS,5.2,372872.5,MIX,X,V,RP,0.1,1.02
PS,5.2,372873.0,MIX,X,2,RP,0.1,1.0
PP,36.0,180457.5,BK,HM,1,RP,2.9,1.2
PP,40.6,187286.0,BK,HM,1,RP,2.7,1.0
PP,42.0,182123.3,BK,HM,1,RP,3.0,1.3
PP,50.0,199276.4,BK,HM,1,RP,1.8,1.2
HIPS,3.0,332816.4,BK,X,1,RP,4.9,1.6
HIPS,5.82,339111.0,BK,X,1,RP,4.5,1.0
HIPS,3.0,340368.8,BK,X,1,RP,4.3,1.3
-,5.82,340073.0,BK,X,1,RP,4.5,1.0
PP,30.0,177793.7,BK,HM,1,RP,2.0,1.2
PP,28.0,175111.7,BK,HM,1,RP,1.6,0.9
PP,39.8,170206.0,BK,HM,1,RP,1.3,1.0
PP,26.0,164948.7,BK,HM,1,RP,1.2,0.94
PP,53.0,169463.0,BK,HM,1,RP,1.0,0.98
PP,47.0,165023.0,BK,HM,1,RP,0.75,0.9
PP,35.0,172756.3,BK,HM,1,RP,1.7,1.2
PP,37.0,185389.6,BK,INJ,1,RP,8.0,2.02
PP,18.0,160449.0,BK,INJ,1,RP,6.8,2.4
PP,16.0,160115.0,BK,INJ,1,RP,6.8,3.0
PP,23.14,158081.0,BK,INJ,1,RP,7.4,3.0
PP,20.0,157068.4,BK,INJ,1,RP,7.3,4.0
PP,30.0,135959.3,BK,INJ,1,RP,6.0,3.9
PP,27.0,154336.2,BK,INJ,1,RP,10.0,2.6
PP,24.0,154517.7,BK,INJ,1,RP,7.6,2.8
PP,24.0,179476.3,BK,INJ,1,RP,6.6,3.4
PP,24.0,153356.7,BK,INJ,1,RP,6.7,3.6
-,23.14,152560.0,BK,INJ,1,RP,7.4,3.0
PP,31.0,137826.8,BK,INJ,1,RP,2.6,1.3
PP,35.0,145226.0,BK,INJ,1,RP,3.0,1.1
PP,19.83,154191.0,BK,INJ,1,RP,1.4,1.0
PP,19.0,156017.0,BK,INJ,1,RP,0.8,1.3
PP,20.0,138932.6,BK,INJ,1,RP,1.6,1.4
PP,21.0,168819.4,BK,INJ,1,RP,1.4,1.4
PP,30.0,125242.7,BK,INJ,1,RP,2.0,1.31
HIPS,6.3,304699.9,BK,X,S,RP,2.5,2.0
HIPS,6.3,305201.0,BK,X,S,RP,2.2,2.0
HIPS,6.2,305702.3,BK,X,S,RP,1.9,2.1
PP,34.0,184528.7,BK,INJ,1,RP,4.6,0.8
PP,34.0,184529.0,BK,INJ,1,RP,4.6,1.0
PP,35.0,138971.0,BK,INJ,1,RP,1.6,1.0
PP,37.44,185176.0,BK,HM,1,RP,1.5,1.0
PP,40.0,189136.0,BK,HM,1,RP,1.4,1.1
PPH,28.0,167811.2,BK,HM,1,RP,2.2,0.56
PPH,40.0,178778.2,BK,HM,1,RP,1.1,0.6
PPH,45.71,182411.0,BK,HM,1,RP,1.9,1.0
PPH,42.0,177212.3,BK,HM,1,RP,1.8,0.6
PPH,40.0,190751.6,BK,HM,1,RP,2.4,0.6
PPH,53.0,182901.8,BK,HM,1,RP,1.6,0.48
PP,13.0,201821.9,BK,INJ,1,RP,10.0,0.73
PP,16.0,215947.1,BK,INJ,1,RP,9.2,0.75
PP,19.0,209172.8,BK,INJ,1,RP,9.8,0.71
PP,18.88,212244.0,BK,INJ,1,RP,9.9,1.0
PP,21.0,215796.8,BK,INJ,1,RP,10.0,0.7
PP,21.0,216861.5,BK,INJ,1,RP,10.0,0.8
PP,20.0,215607.1,BK,INJ,1,RP,10.0,0.9
PP,18.0,210500.3,BK,INJ,1,RP,9.7,0.79
PP,30.0,146498.5,BK,INJ,1,RP,2.6,1.2
PP,41.0,144144.5,BK,INJ,1,RP,1.8,0.87
PP,40.0,188009.3,BK,INJ,1,RP,4.5,1.09
PPH,35.0,161269.6,BK,HM,1,RP,2.0,0.8
PPH,37.6,168261.0,BK,HM,1,RP,2.0,1.0
PPH,38.0,180663.5,BK,HM,1,RP,2.2,0.7
PPH,38.0,187099.4,BK,HM,1,RP,2.3,0.6
PPH,36.0,151572.5,BK,HM,1,RP,1.7,0.72
PPH,41.0,160698.3,BK,HM,1,RP,2.0,0.6
HIPS,3.6,234630.8,BK,X,1,RP,1.5,1.6
HIPS,4.33,263120.0,BK,X,1,RP,2.5,2.0
PPH,42.0,210254.0,BK,HM,1,RP,2.0,0.7
PPH,41.5,205542.0,BK,HM,1,RP,2.3,1.0
PPH,40.0,206066.0,BK,HM,1,RP,2.3,0.6
PPH,56.0,218495.6,BK,HM,1,RP,2.5,0.4
HIPS,4.4,294444.4,BK,X,1,RP,5.0,1.5
HIPS,4.44,293874.0,BK,X,1,RP,5.2,2.0
HIPS,4.7,284321.9,BK,X,1,RP,5.2,1.6
HIPS,4.5,313530.8,BK,X,1,RP,5.1,1.5
