Items,melt,flex,COULEUR,I_CM,I_G,I_F,cendre,I1
HIPS,4.6,281056.2,BK,X,1,RP,5.1,1.5
HIPS,4.0,296014.8,BK,X,1,RP,5.4,1.49
PP,24.0,146675.3,BK,INJ,1,RP,2.8,4.8
PP,20.14,140729.0,BK,INJ,1,RP,1.8,2.0
PP,25.0,143485.4,BK,INJ,1,RP,2.3,2.0
PP,25.0,153770.7,BK,INJ,1,RP,2.2,0.93
PP,29.0,146864.0,BK,INJ,1,RP,1.8,2.0
PP,30.0,145010.4,BK,INJ,1,RP,1.8,1.6
PP,30.0,146286.6,BK,INJ,1,RP,1.7,1.5
PP,29.0,145507.5,BK,INJ,1,RP,1.6,2.0
PP,27.25,129270.0,BK,INJ,1,RP,4.2,2.0
PP,38.0,175040.9,BK,INJ,1,RP,3.1,1.3
PP,40.38,163756.0,BK,INJ,1,RP,2.5,1.0
PP,36.0,181182.9,BK,INJ,1,RP,2.9,1.07
PP,45.0,159679.8,BK,INJ,1,RP,2.7,1.2
PP,40.0,160732.7,BK,INJ,1,RP,2.2,1.2
PP,40.0,156544.4,BK,INJ,1,RP,2.3,1.3
PP,36.0,160977.8,BK,INJ,1,RP,2.6,1.3
PP,45.0,152136.0,BK,INJ,1,RP,2.3,1.0
PP,26.0,172247.1,BK,INJ,1,RP,2.1,1.16
PP,32.0,187894.0,BK,INJ,1,RP,1.5,1.0
PP,38.0,181401.0,BK,INJ,1,RP,1.1,0.5
PP,34.0,217088.8,BK,INJ,1,RP,1.6,0.6
-,32.67,172247.0,BK,INJ,1,RP,1.6,1.0
PP,35.0,169294.8,BK,INJ,1,RP,2.5,1.1
PP,28.0,152128.0,BK,HM,1,RP,0.8,1.0
PP,35.69,149707.0,BK,HM,1,RP,1.2,1.0
PP,22.0,152617.0,BK,HM,1,RP,0.8,1.0
PP,32.0,144549.0,BK,HM,1,RP,1.6,1.0
PP,38.0,141990.0,BK,HM,1,RP,1.0,1.11
PP,36.0,143095.0,BK,HM,1,RP,1.0,1.15
PP,40.0,144331.0,BK,HM,1,RP,1.3,1.2
PP,38.0,153613.6,BK,HM,1,RP,1.0,1.2
PP,43.0,142449.0,BK,HM,1,RP,0.8,1.0
PP,39.0,153107.0,BK,HM,1,RP,2.4,0.8
PP,21.0,146894.0,BK,INJ,1,RP,1.8,1.5
PP,26.0,150093.0,BK,INJ,1,RP,1.5,1.2
PP,25.3,146548.0,BK,INJ,1,RP,1.8,1.0
PP,30.67,239831.0,BK,INJ,1,RP,1.0,1.0
PP,35.0,224244.2,BK,INJ,1,RP,1.0,0.6
PP,32.0,121733.4,BK,INJ,1,RP,1.6,1.0
PPH,31.0,172752.0,BK,HM,1,RP,2.1,0.52
PPH,38.0,184472.7,BK,HM,1,RP,2.5,0.46
PPH,37.0,172856.0,BK,HM,1,RP,2.4,0.5
PPH,46.0,168974.3,BK,HM,1,RP,0.8,0.41
HIPS,4.0,245719.7,BK,X,1,RP,5.0,1.6
HIPS,4.2,260228.0,BK,X,1,RP,5.7,1.0
HIPS,4.6,256832.0,BK,X,1,RP,5.1,1.5
HIPS,4.2,255588.2,BK,X,1,RP,5.0,1.3
HIPS,4.3,255588.2,BK,X,1,RP,5.8,1.47
HIPS,4.4,263801.0,BK,X,1,RP,3.0,1.4
HIPS,3.7,283840.3,BK,X,1,RP,10.0,1.2
PPH,44.0,145952.1,BK,HM,1,RP,2.9,0.41
PPH,48.0,167489.1,BK,HM,1,RP,2.6,0.51
PPH,40.0,146175.2,BK,HM,1,RP,2.6,0.6
PPH,62.0,148231.0,BK,HM,1,RP,2.4,0.8
PPH,51.0,164384.5,BK,HM,1,RP,1.6,0.47
PPH,45.0,149250.0,BK,HM,1,RP,1.6,0.49
HIPS,8.2,259934.0,BK,HM,S,RP,4.6,1.6
HIPS,7.89,274145.0,BK,HM,S,RP,3.2,1.0
HIPS,8.4,257704.0,BK,HM,S,RP,3.1,1.68
HIPS,8.6,256363.0,BK,HM,S,RP,3.3,1.6
HIPS,7.4,256530.0,BK,HM,S,RP,3.2,1.5
HIPS,7.6,253342.0,BK,HM,S,RP,3.7,1.6
HIPS,7.7,298189.7,BK,HM,S,RP,2.2,1.37
HIPS,7.5,298749.0,BK,HM,S,RP,2.1,1.42
HIPS,7.0,296191.7,BK,HM,S,RP,2.4,1.43
HIPS,7.2,297012.0,BK,HM,S,RP,2.2,0.9
-,8.02,257231.0,BK,HM,S,RP,3.4,2.0
HIPS,4.6,251915.2,BK,INJ,1,RP,4.6,1.4
HIPS,5.5,272348.0,BK,X,1,RP,2.6,1.94
HIPS,5.58,316464.0,BK,X,1,RP,3.1,2.0
HIPS,5.5,270396.0,BK,X,1,RP,2.9,1.9
HIPS,5.5,314518.9,BK,X,1,RP,4.2,1.86
HIPS,5.5,309813.0,BK,X,1,RP,3.0,1.95
HIPS,5.0,314493.7,BK,X,1,RP,2.4,2.01
HIPS,5.5,320875.6,BK,X,1,RP,3.0,1.71
HIPS,5.9,331625.3,BK,X,1,RP,2.4,1.63
HIPS,5.5,324537.1,BK,X,1,RP,2.9,1.7
PP,35.0,148062.0,BK,INJ,1,RP,1.9,1.0
PPH,42.0,143971.5,BK,HM,1,RP,2.4,0.48
PPH,41.25,142170.0,BK,HM,1,RP,2.4,1.0
PPH,37.0,138484.6,BK,HM,1,RP,2.1,0.94
PPH,37.25,152574.0,BK,HM,1,RP,2.0,1.0
PPH,34.0,144981.5,BK,HM,1,RP,2.0,0.79
PPH,41.0,163354.3,BK,HM,1,RP,1.8,0.62
PP,31.0,152681.7,BK,INJ,1,RP,2.0,1.03
PS,5.3,345601.7,MIX,X,1,RP,0.4,0.98
PS,4.47,359662.0,MIX,X,1,RP,0.8,1.0
PS,4.0,390471.5,MIX,X,1,RP,1.0,0.6
PP,35.0,148062.0,BK,INJ,1,RP,1.9,1.0
PP,24.0,150670.0,BK,HM,1,RP,1.5,1.56
PP,34.0,142456.0,BK,HM,1,RP,2.1,2.1
PP,46.0,140328.0,BK,HM,1,RP,1.2,2.3
PP,49.0,143132.0,BK,HM,1,RP,1.1,1.35
PP,39.64,149442.0,BK,HM,1,RP,1.0,2.0
PP,46.0,156915.5,BK,HM,1,RP,0.6,1.44
PP,40.0,153353.0,BK,HM,1,RP,1.2,1.65
PP,38.0,152411.0,BK,HM,1,RP,1.1,1.7
PP,36.0,150071.2,BK,HM,1,RP,1.0,1.47
PP,37.0,156748.4,BK,HM,1,RP,1.1,1.46
PP,45.0,152863.8,BK,HM,1,RP,0.6,1.43
PP,41.0,150326.6,BK,HM,1,RP,0.4,1.44
PP,40.0,149538.1,BK,HM,1,RP,0.5,1.57
PP,38.0,143275.0,BK,HM,1,RP,0.8,1.19
PP,34.0,155730.3,BK,INJ,1,RP,1.7,1.16
HIPS,5.2,347649.1,BK,X,1,RP,3.4,1.35
HIPS,5.6,327193.3,BK,X,1,RP,2.9,1.64
-,5.58,271372.0,BK,X,1,RP,3.2,2.0
PPH,34.0,176034.0,BK,HM,1,RP,2.2,0.5
PPH,35.0,202771.9,BK,HM,1,RP,2.4,0.48
PPH,38.0,196205.4,BK,HM,1,RP,2.1,0.5
PPH,35.0,181927.1,BK,HM,1,RP,2.9,0.48
PPH,38.0,180004.1,BK,HM,1,RP,2.6,0.51
PPH,36.0,182358.6,BK,HM,1,RP,2.0,0.5
PPH,41.0,166898.2,BK,HM,1,RP,1.4,0.47
PP,19.13,177121.0,BK,INJ,1,RP,1.6,3.0
PP,21.0,174170.4,BK,INJ,1,RP,1.9,2.42
PP,24.0,176248.4,BK,INJ,1,RP,1.4,1.63
HIPS,6.7,322141.8,BK,INJ,1,RP,4.8,1.63
PP,35.0,131980.5,BK,INJ,1,RP,1.9,1.55
PP,35.0,123068.0,BK,INJ,1,RP,4.4,1.65
PP,26.55,154168.0,BK,INJ,1,RP,1.7,1.0
PP,28.0,150485.4,BK,INJ,1,RP,1.7,1.41
PP,20.67,195953.0,BK,INJ,1,RP,9.6,4.0
PP,20.0,190292.0,BK,INJ,1,RP,11.0,4.9
PP,19.0,174203.0,BK,INJ,1,RP,10.4,6.26
PP,20.0,173156.8,BK,INJ,1,RP,5.3,1.48
PP,28.0,168752.0,BK,INJ,1,RP,5.4,2.0
PP,19.0,170151.5,BK,INJ,1,RP,5.8,1.23
PP,15.0,186474.9,BK,INJ,1,RP,5.2,1.21
PP,27.0,169064.8,BK,INJ,1,RP,5.2,1.77
PP,34.0,159698.0,BK,INJ,1,RP,6.0,1.7
PP,35.0,158234.2,BK,INJ,1,RP,5.8,1.7
-,28.0,172974.0,BK,INJ,1,RP,5.4,2.0
PP,32.0,166762.4,BK,HM,1,RP,2.0,0.85
PP,43.0,186965.8,BK,HM,1,RP,1.3,0.56
PP,36.0,159195.3,BK,HM,1,RP,0.6,0.86
PP,35.0,173655.9,BK,HM,1,RP,1.1,0.54
PP,37.0,174263.4,BK,HM,1,RP,1.2,0.53
PP,42.0,173000.8,BK,HM,1,RP,1.2,0.58
PP,38.0,177126.0,BK,HM,1,RP,1.9,0.56
PP,39.0,142554.0,BK,INJ,1,RP,1.8,1.19
PP,35.0,159299.0,BK,INJ,1,RP,2.4,1.0
PP,24.0,187129.1,BK,HM,1,RP,4.5,0.52
PP,25.0,197523.5,BK,HM,1,RP,3.8,0.55
PP,26.0,185356.9,BK,HM,1,RP,4.0,0.5
PP,39.0,172227.0,BK,HM,1,RP,0.7,0.46
PP,35.0,167055.6,BK,HM,1,RP,1.6,0.5
PP,34.0,150091.8,BK,HM,1,RP,0.8,0.5
PP,45.0,176736.9,BK,HM,1,RP,1.6,0.5
PP,38.0,186615.4,BK,HM,1,RP,1.6,0.54
PP,38.0,162674.2,BK,INJ,1,RP,1.6,1.1
PP,50.0,180616.3,BK,HM,1,RP,2.0,0.46
PP,48.0,191541.0,BK,HM,1,RP,2.7,0.45
PP,45.0,176915.0,BK,HM,1,RP,2.6,0.5
PP,35.0,163896.8,BK,INJ,1,RP,2.4,0.78
HIPS,7.0,298222.6,BK,X,S,RP,2.4,1.4
HIPS,6.65,294372.0,BK,X,S,RP,4.1,1.0
HIPS,6.6,295954.2,BK,X,S,RP,4.6,1.57
HIPS,6.7,295993.8,BK,X,S,RP,4.0,1.61
HIPS,6.4,296260.6,BK,X,S,RP,5.1,1.54
HIPS,6.8,292794.0,BK,X,S,RP,4.3,1.38
HIPS,6.6,293934.7,BK,X,S,RP,3.9,1.5
HIPS,6.5,292366.8,BK,X,S,RP,3.8,1.2
HIPS,6.1,289450.0,BK,X,S,RP,4.7,1.43
PP,37.0,175919.1,BK,INJ,1,RP,3.8,0.58
PP,36.0,173919.8,BK,INJ,1,RP,3.0,0.55
PP,45.0,222079.0,BK,HM,1,RP,3.2,0.5
PP,42.0,203802.1,BK,HM,1,RP,1.8,0.6
PP,33.0,214882.0,BK,HM,1,RP,6.1,0.49
PP,19.75,176840.0,BK,INJ,1,RP,6.0,2.0
PP,22.0,176839.7,BK,INJ,1,RP,6.0,1.8
HIPS,5.0,357185.6,BK,X,1,RP,9.0,1.5
HIPS,4.67,343847.0,BK,X,1,RP,9.4,2.0
HIPS,4.0,350950.8,BK,X,1,RP,9.8,1.48
HIPS,4.2,323403.3,BK,X,1,RP,9.5,1.69
HIPS,5.59,324623.0,BK,X,1,RP,4.4,2.0
HIPS,5.6,318823.7,BK,X,1,RP,4.8,1.7
HIPS,5.0,320969.8,BK,X,1,RP,4.2,1.7
PPH,37.0,208992.8,BK,HM,1,RP,0.3,0.43
PPH,40.0,201819.5,BK,HM,1,RP,1.7,0.6
PPH,40.0,152425.0,BK,HM,1,RP,2.7,0.54
PPH,39.4,160552.0,BK,HM,1,RP,2.1,1.0
PPH,35.0,154289.0,BK,HM,1,RP,1.7,0.67
PPH,41.0,174942.9,BK,HM,1,RP,2.4,0.6
HIPS,10.4,305552.0,BK,X,1,RP,3.6,1.49
HIPS,9.88,304579.0,BK,X,1,RP,4.3,2.0
HIPS,9.5,307878.0,BK,X,1,RP,6.3,1.51
HIPS,8.0,300307.8,BK,X,1,RP,3.0,1.57
PP,20.0,185639.9,MIX,INJ,E,RG,1.3,0.76
PP,29.33,180987.0,MIX,INJ,E,RG,1.4,1.0
PP,33.0,180770.2,MIX,INJ,E,RG,1.5,0.8
PP,35.0,176549.9,MIX,INJ,E,RG,1.5,0.83
PPH,30.0,183933.3,BK,HM,1,RP,5.0,0.6
PPH,35.0,181731.3,BK,HM,1,RP,5.0,0.54
PPH,32.75,182832.0,BK,HM,1,RP,5.0,1.0
PPH,33.0,186049.8,BK,HM,1,RP,2.5,0.43
PPH,38.0,192109.3,BK,HM,1,RP,2.6,0.42
PPH,40.0,189284.0,BK,HM,1,RP,2.8,0.47
PPH,38.0,205451.1,BK,HM,1,RP,2.6,0.49
PPH,29.0,184884.0,BK,HM,1,RP,2.4,0.51
PPH,38.0,181892.0,BK,HM,1,RP,0.9,0.52
PPH,41.0,180714.2,BK,HM,1,RP,2.2,0.52
PPH,41.0,183923.5,BK,HM,1,RP,2.2,0.54
PPH,46.0,183046.0,BK,HM,1,RP,2.1,0.47
PPH,40.0,193409.5,BK,HM,1,RP,2.1,0.6
PPH,40.0,193340.5,BK,HM,1,RP,2.2,0.55
PPH,40.0,177918.5,BK,HM,1,RP,2.0,0.6
PPH,38.0,205518.7,MIX,HM,1,RG,0.54,0.54
PPH,16.0,219129.3,MIX,HM,1,RG,0.83,0.83
HIPS,5.0,314678.4,BK,INJ,1,RP,6.0,1.58
PP,35.0,191080.0,BK,INJ,1,RP,4.0,0.57
PPH,32.0,165241.5,BK,HM,1,RP,3.2,0.85
PPH,35.83,164486.0,BK,HM,1,RP,3.2,1.0
-,15.0,378940.8,MIX,X,1,RP,3.1,0.71
PPH,40.0,178326.0,BK,HM,1,RP,2.1,0.52
PPH,50.0,178700.5,BK,HM,1,RP,3.2,0.5
PP,24.0,181916.1,BK,HM,1,RP,2.1,1.13
PP,41.74,168273.0,BK,HM,1,RP,2.1,1.0
PP,24.0,184503.4,BK,HM,1,RP,1.6,1.18
PP,40.0,150870.0,BK,HM,1,RP,2.1,1.21
PP,42.0,163172.5,BK,HM,1,RP,2.3,1.24
PP,59.0,162826.2,BK,HM,1,RP,1.5,1.14
PP,45.0,159526.7,BK,HM,1,RP,1.8,1.22
PP,36.0,148836.7,BK,INJ,1,RP,1.7,1.06
PP,32.0,95034.15,BK,INJ,1,RP,5.8,4.36
PPH,40.0,180322.8,BK,HM,1,RP,2.2,0.45
PPH,38.4,169458.0,BK,HM,1,RP,2.2,1.0
PPH,41.0,169340.3,BK,HM,1,RP,2.4,0.79
PPH,40.0,163280.3,BK,HM,1,RP,2.3,0.82
PPH,40.0,164888.9,BK,HM,1,RP,2.3,0.7
PP/PE,13.0,147559.5,BK,INJ,2,RP,2.7,0.94
PP,26.5,153087.0,BK,INJ,1,RP,2.0,1.0
PP,24.0,152182.3,BK,INJ,1,RP,2.6,1.11
PP,27.0,146836.5,BK,INJ,1,RP,1.8,1.4
PP,26.0,150812.8,BK,INJ,1,RP,1.9,1.4
PP,26.0,162517.8,BK,INJ,1,RP,2.0,1.26
-,26.6,152182.0,BK,INJ,1,RP,2.0,1.0
PP,19.0,127046.1,BK,INJ,S,RP,2.5,12.52
PP,20.0,127828.0,BK,INJ,S,RP,1.8,12.0
PP,21.0,129084.5,BK,INJ,S,RP,1.5,12.53
PP,20.0,127354.8,BK,INJ,S,RP,1.5,12.44
PPH,38.0,200513.2,BK,HM,1,RP,3.0,0.5
PP,40.0,169195.2,BK,INJ,1,RP,2.7,1.1
HIPS,3.7,296304.0,BK,X,1,RP,3.2,1.6
HIPS,7.56,299497.0,BK,X,1,RP,6.3,2.0
HIPS,4.3,269237.9,BK,X,1,RP,6.0,1.3
HIPS,8.0,313452.4,BK,X,1,RP,7.1,1.6
HIPS,7.8,308315.0,BK,X,1,RP,7.0,1.5
HIPS,8.6,329312.4,BK,X,1,RP,4.8,1.2
HIPS,8.13,327897.0,BK,X,1,RP,4.3,1.0
HIPS,8.0,327703.1,BK,X,1,RP,4.9,1.4
PP,30.0,126597.3,BK,INJ,1,RP,2.8,1.45
PPH,44.0,154286.6,BK,HM,1,RP,2.5,0.5
PPH,48.0,178209.6,BK,HM,1,RP,2.7,0.5
PPH,40.0,182617.0,BK,HM,1,RP,2.4,0.6
PPH,38.0,184180.5,BK,HM,1,RP,2.1,0.4
HIPS,5.9,295554.3,BK,INJ,1,RP,7.4,1.4
PP,34.43,146897.0,BK,HM,1,RP,1.9,2.0
PP,36.0,140825.8,BK,HM,1,RP,1.9,1.6
PP,37.0,143054.8,BK,HM,1,RP,1.8,1.7
PP,36.0,144539.2,BK,HM,1,RP,1.9,1.84
PP,35.0,144663.1,BK,HM,1,RP,1.2,2.12
-,34.43,150523.0,BK,HM,1,RP,1.9,2.0
PP,0.6,177538.3,BK,EXT,1,RP,1.3,16.85
PP,0.8,174079.4,BK,EXT,1,RP,1.3,15.0
PP,0.67,175809.0,MIX,EXT,1,RP,1.3,16.0
PPH,4.0,203969.4,MIX,EXT,1,RP,0.5,0.6
PPH,3.8,234216.4,MIX,EXT,1,RP,0.4,0.5
PP,37.0,166085.7,BK,INJ,1,RP,4.6,1.13
PP,39.0,177088.3,BK,INJ,1,RP,2.5,0.87
PP,34.0,151806.2,BK,INJ,1,RP,1.4,1.03
PP,44.0,152198.8,BK,HM,1,RP,1.0,1.0
PP,36.33,150873.0,BK,HM,1,RP,0.7,1.0
PP,43.0,153129.7,BK,HM,1,RP,0.7,1.02
PP,35.0,154862.8,BK,HM,1,RP,0.4,1.1
PP,35.0,150771.3,BK,HM,1,RP,0.5,1.1
PP,30.0,147782.9,BK,INJ,1,RP,2.2,1.74
PPH,21.0,170758.6,BK,HM,1,RP,3.9,1.1
PPH,26.68,168999.0,BK,HM,1,RP,3.9,1.0
PPH,25.0,186096.3,BK,HM,1,RP,3.4,0.9
PPH,35.0,185338.6,BK,HM,1,RP,2.6,0.6
PPH,37.0,185445.8,BK,HM,1,RP,2.7,0.6
PPH,38.0,174264.6,BK,HM,1,RP,2.5,0.51
PP,37.95,156133.0,BK,HM,1,RP,1.9,2.0
PP,37.0,160807.4,BK,HM,1,RP,1.2,1.7
PP,38.0,155927.9,BK,HM,1,RP,1.3,1.7
PP,38.0,157699.8,BK,HM,1,RP,1.4,1.6
PP,39.0,158195.3,BK,HM,1,RP,2.7,1.56
PP,39.0,148282.0,BK,HM,1,RP,2.7,1.5
PP,39.0,146483.2,BK,HM,1,RP,2.6,1.5
PP,40.0,151372.5,BK,HM,1,RP,2.0,1.42
-,37.95,163213.0,BK,HM,1,RP,1.9,2.0
PP,34.0,147599.8,BK,INJ,1,RP,1.1,1.09
PP,37.0,150629.5,BK,INJ,1,RP,1.6,1.07
PPH,45.0,169158.8,BK,HM,1,RP,2.2,0.6
PPH,37.2,166564.0,BK,HM,1,RP,2.2,1.0
PPH,39.0,172796.6,BK,HM,1,RP,2.2,0.6
PPH,40.0,164960.6,BK,HM,1,RP,2.3,0.6
PPH,26.0,159339.4,BK,HM,1,RP,2.2,0.8
HIPS,6.26,340854.0,BK,X,1,RP,3.3,1.0
HIPS,6.0,333573.2,BK,X,1,RP,3.3,1.5
HIPS,6.0,329782.4,BK,X,1,RP,3.3,1.6
PP,35.0,162251.8,BK,INJ,1,RP,2.1,1.1
PP,35.0,162252.0,BK,INJ,1,RP,2.1,1.0
HIPS,6.0,372661.9,BK,X,1,RP,3.8,1.3
HIPS,7.0,372424.0,BK,X,1,RP,3.5,1.0
HIPS,6.2,373987.4,BK,X,1,RP,3.7,1.4
HIPS,6.0,364321.7,BK,X,1,RP,3.7,1.29
HIPS,9.0,378724.0,BK,X,1,RP,3.1,1.07
PP,34.0,116836.3,BK,INJ,1,RP,3.0,9.23
PP,37.0,144115.8,BK,INJ,1,RP,1.5,1.13
PP,35.0,158760.0,BK,INJ,1,RP,2.1,1.0
PP,35.0,158759.8,BK,INJ,1,RP,2.1,1.03
HIPS,5.8,315701.9,BK,X,1,RP,5.1,1.6
HIPS,5.33,308366.0,BK,X,1,RP,4.4,2.0
HIPS,5.0,315881.6,BK,X,1,RP,4.1,1.7
HIPS,5.8,310904.5,BK,X,1,RP,4.1,1.94
HIPS,6.5,284175.0,BK,X,S,RP,3.2,1.82
HIPS,6.95,283613.0,BK,X,S,RP,3.0,2.0
HIPS,7.4,283051.1,BK,X,S,RP,3.0,1.73
PP,39.0,144161.0,BK,INJ,1,RP,2.4,1.12
PPH,25.0,186615.9,BK,HM,1,RP,3.3,0.6
PPH,30.0,189126.1,BK,HM,1,RP,3.8,0.6
PPH,27.0,184736.6,BK,HM,1,RP,2.9,0.43
HIPS,3.4,297224.3,BK,X,S,RP,2.0,1.54
HIPS,3.76,298304.0,BK,X,S,RP,2.3,2.0
HIPS,3.8,299384.1,BK,X,S,RP,2.6,1.51
PP,28.0,143639.4,BK,INJ,1,RP,2.6,4.84
PP,29.67,144769.0,BK,INJ,1,RP,2.4,3.0
PP,31.0,145899.2,BK,INJ,1,RP,2.3,2.64
-,29.67,144769.0,BK,INJ,1,RP,2.4,3.0
HIPS,4.2,295445.4,BK,X,1,RP,5.1,1.62
HIPS,4.73,296631.0,BK,X,1,RP,6.0,1.0
HIPS,5.0,297816.1,BK,X,1,RP,6.5,1.27
PP,17.0,123023.5,BK,INJ,1,RP,2.0,9.27
PP,19.0,112784.0,BK,INJ,1,RP,2.1,7.89
PP,22.0,112904.5,BK,INJ,1,RP,3.0,7.8
PP,25.0,112958.8,BK,INJ,1,RP,3.1,7.7
PP,22.07,116451.0,BK,INJ,1,RP,2.6,8.0
PP,25.0,120585.1,BK,INJ,1,RP,3.0,7.6
PP,28.0,135628.8,BK,INJ,1,RP,4.0,0.87
HIPS,8.0,304481.2,BK,X,1,RP,5.8,1.7
HIPS,5.79,303179.0,BK,X,1,RP,7.4,2.0
HIPS,8.0,302879.6,BK,X,1,RP,5.6,1.6
HIPS,4.4,312705.2,BK,X,1,RP,8.1,1.58
HIPS,3.8,301194.7,BK,X,S,RP,2.7,1.5
HIPS,3.87,301789.0,BK,X,S,RP,2.4,1.0
HIPS,3.4,302383.3,BK,X,S,RP,2.0,1.4
PPH,34.0,165840.3,BK,HM,1,RP,0.9,0.92
PPH,35.0,161553.4,BK,HM,1,RP,1.0,0.89
PPH,36.86,162156.0,BK,HM,1,RP,1.2,1.0
PPH,37.0,171584.0,BK,HM,1,RP,0.9,0.89
PPH,38.0,149089.1,BK,HM,1,RP,1.0,0.7
PPH,38.0,167859.5,BK,HM,1,RP,1.0,0.7
PPH,40.0,167843.3,BK,HM,1,RP,1.1,0.7
-,36.62,163185.0,BK,HM,1,RP,1.2,1.0
HIPS,5.4,315281.8,BK,INJ,1,RP,4.1,1.69
PPH,36.0,182865.3,BK,HM,1,RP,2.8,0.46
PPH,38.83,173544.0,BK,HM,1,RP,2.0,1.0
